# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# popcnt
66 0FB8 CE, INVALID, INVALID, 0, code=INVALID
C4E1CD FD 10, VEX_Vpaddw_ymm_ymm_ymmm256, Vpaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt16 enc=C5CDFD10
C5CD FD D3, VEX_Vpaddw_ymm_ymm_ymmm256, Vpaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C14D FD 10, VEX_Vpaddw_ymm_ymm_ymmm256, Vpaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt16 enc=C5CDFD10

62 F14D0B FD 50 01, EVEX_Vpaddw_xmm_k1z_xmm_xmmm128, Vpaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt16 k3 co=0;0;0;0;6;1
62 F14D8D FD 50 01, EVEX_Vpaddw_xmm_k1z_xmm_xmmm128, Vpaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt16 k5 zmsk co=0;0;0;0;6;1
62 F14D08 FD 50 01, EVEX_Vpaddw_xmm_k1z_xmm_xmmm128, Vpaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt16 co=0;0;0;0;6;1
62 F1CD0B FD 50 01, EVEX_Vpaddw_xmm_k1z_xmm_xmmm128, Vpaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt16 k3 co=0;0;0;0;6;1 enc=62F14D0BFD5001
62 F14D0B FD D3, EVEX_Vpaddw_xmm_k1z_xmm_xmmm128, Vpaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 F14D8B FD D3, EVEX_Vpaddw_xmm_k1z_xmm_xmmm128, Vpaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 zmsk
62 F1CD0B FD D3, EVEX_Vpaddw_xmm_k1z_xmm_xmmm128, Vpaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 enc=62F14D0BFDD3
62 D14D0B FD 50 01, EVEX_Vpaddw_xmm_k1z_xmm_xmmm128, Vpaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt16 k3 co=0;0;0;0;6;1 enc=62F14D0BFD5001
62 E14D0B FD 50 01, EVEX_Vpaddw_xmm_k1z_xmm_xmmm128, Vpaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt16 k3 co=0;0;0;0;6;1 enc=62F14D0BFD5001

62 F14D2B FD 50 01, EVEX_Vpaddw_ymm_k1z_ymm_ymmm256, Vpaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt16 k3 co=0;0;0;0;6;1
62 F14DAD FD 50 01, EVEX_Vpaddw_ymm_k1z_ymm_ymmm256, Vpaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt16 k5 zmsk co=0;0;0;0;6;1
62 F14D28 FD 50 01, EVEX_Vpaddw_ymm_k1z_ymm_ymmm256, Vpaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt16 co=0;0;0;0;6;1
62 F1CD2B FD 50 01, EVEX_Vpaddw_ymm_k1z_ymm_ymmm256, Vpaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt16 k3 co=0;0;0;0;6;1 enc=62F14D2BFD5001
62 F14D2B FD D3, EVEX_Vpaddw_ymm_k1z_ymm_ymmm256, Vpaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3
62 F14DAB FD D3, EVEX_Vpaddw_ymm_k1z_ymm_ymmm256, Vpaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3 zmsk
62 F1CD2B FD D3, EVEX_Vpaddw_ymm_k1z_ymm_ymmm256, Vpaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3 enc=62F14D2BFDD3
62 D14D2B FD 50 01, EVEX_Vpaddw_ymm_k1z_ymm_ymmm256, Vpaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt16 k3 co=0;0;0;0;6;1 enc=62F14D2BFD5001
62 E14D2B FD 50 01, EVEX_Vpaddw_ymm_k1z_ymm_ymmm256, Vpaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt16 k3 co=0;0;0;0;6;1 enc=62F14D2BFD5001

62 F14D4B FD 50 01, EVEX_Vpaddw_zmm_k1z_zmm_zmmm512, Vpaddw, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt16 k3 co=0;0;0;0;6;1
62 F14DCD FD 50 01, EVEX_Vpaddw_zmm_k1z_zmm_zmmm512, Vpaddw, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt16 k5 zmsk co=0;0;0;0;6;1
62 F14D48 FD 50 01, EVEX_Vpaddw_zmm_k1z_zmm_zmmm512, Vpaddw, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt16 co=0;0;0;0;6;1
62 F1CD4B FD 50 01, EVEX_Vpaddw_zmm_k1z_zmm_zmmm512, Vpaddw, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt16 k3 co=0;0;0;0;6;1 enc=62F14D4BFD5001
62 F14D4B FD D3, EVEX_Vpaddw_zmm_k1z_zmm_zmmm512, Vpaddw, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3
62 F14DCB FD D3, EVEX_Vpaddw_zmm_k1z_zmm_zmmm512, Vpaddw, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 zmsk
62 F1CD4B FD D3, EVEX_Vpaddw_zmm_k1z_zmm_zmmm512, Vpaddw, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 enc=62F14D4BFDD3
62 D14D4B FD 50 01, EVEX_Vpaddw_zmm_k1z_zmm_zmmm512, Vpaddw, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt16 k3 co=0;0;0;0;6;1 enc=62F14D4BFD5001
62 E14D4B FD 50 01, EVEX_Vpaddw_zmm_k1z_zmm_zmmm512, Vpaddw, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt16 k3 co=0;0;0;0;6;1 enc=62F14D4BFD5001

0FFE 08, Paddd_mm_mmm64, Paddd, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_UInt32
0FFE CD, Paddd_mm_mmm64, Paddd, 2, op0=r;mm1 op1=r;mm5

66 0FFE 08, Paddd_xmm_xmmm128, Paddd, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_UInt32
66 0FFE CD, Paddd_xmm_xmmm128, Paddd, 2, op0=r;xmm1 op1=r;xmm5

C5C9 FE 10, VEX_Vpaddd_xmm_xmm_xmmm128, Vpaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt32
C4E149 FE 10, VEX_Vpaddd_xmm_xmm_xmmm128, Vpaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt32 enc=C5C9FE10
C4E1C9 FE 10, VEX_Vpaddd_xmm_xmm_xmmm128, Vpaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt32 enc=C5C9FE10
C5C9 FE D3, VEX_Vpaddd_xmm_xmm_xmmm128, Vpaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C149 FE 10, VEX_Vpaddd_xmm_xmm_xmmm128, Vpaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt32 enc=C5C9FE10

C5CD FE 10, VEX_Vpaddd_ymm_ymm_ymmm256, Vpaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt32
C4E14D FE 10, VEX_Vpaddd_ymm_ymm_ymmm256, Vpaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt32 enc=C5CDFE10
C4E1CD FE 10, VEX_Vpaddd_ymm_ymm_ymmm256, Vpaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt32 enc=C5CDFE10
C5CD FE D3, VEX_Vpaddd_ymm_ymm_ymmm256, Vpaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C14D FE 10, VEX_Vpaddd_ymm_ymm_ymmm256, Vpaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt32 enc=C5CDFE10

62 F14D0B FE 50 01, EVEX_Vpaddd_xmm_k1z_xmm_xmmm128b32, Vpaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt32 k3 co=0;0;0;0;6;1
62 F14D9D FE 50 01, EVEX_Vpaddd_xmm_k1z_xmm_xmmm128b32, Vpaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Broadcast128_UInt32 bcst k5 zmsk co=0;0;0;0;6;1
62 F14D08 FE 50 01, EVEX_Vpaddd_xmm_k1z_xmm_xmmm128b32, Vpaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt32 co=0;0;0;0;6;1
62 F14D8B FE D3, EVEX_Vpaddd_xmm_k1z_xmm_xmmm128b32, Vpaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 zmsk
62 F14D0B FE D3, EVEX_Vpaddd_xmm_k1z_xmm_xmmm128b32, Vpaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 D14D0B FE 50 01, EVEX_Vpaddd_xmm_k1z_xmm_xmmm128b32, Vpaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt32 k3 co=0;0;0;0;6;1 enc=62F14D0BFE5001
62 E14D0B FE 50 01, EVEX_Vpaddd_xmm_k1z_xmm_xmmm128b32, Vpaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt32 k3 co=0;0;0;0;6;1 enc=62F14D0BFE5001

62 F14D2B FE 50 01, EVEX_Vpaddd_ymm_k1z_ymm_ymmm256b32, Vpaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt32 k3 co=0;0;0;0;6;1
62 F14DBD FE 50 01, EVEX_Vpaddd_ymm_k1z_ymm_ymmm256b32, Vpaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;4;1;Broadcast256_UInt32 bcst k5 zmsk co=0;0;0;0;6;1
62 F14D28 FE 50 01, EVEX_Vpaddd_ymm_k1z_ymm_ymmm256b32, Vpaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt32 co=0;0;0;0;6;1
62 F14DAB FE D3, EVEX_Vpaddd_ymm_k1z_ymm_ymmm256b32, Vpaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3 zmsk
62 F14D2B FE D3, EVEX_Vpaddd_ymm_k1z_ymm_ymmm256b32, Vpaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3
62 D14D2B FE 50 01, EVEX_Vpaddd_ymm_k1z_ymm_ymmm256b32, Vpaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt32 k3 co=0;0;0;0;6;1 enc=62F14D2BFE5001
62 E14D2B FE 50 01, EVEX_Vpaddd_ymm_k1z_ymm_ymmm256b32, Vpaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt32 k3 co=0;0;0;0;6;1 enc=62F14D2BFE5001

62 F14D4B FE 50 01, EVEX_Vpaddd_zmm_k1z_zmm_zmmm512b32, Vpaddd, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt32 k3 co=0;0;0;0;6;1
62 F14DDD FE 50 01, EVEX_Vpaddd_zmm_k1z_zmm_zmmm512b32, Vpaddd, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;4;1;Broadcast512_UInt32 bcst k5 zmsk co=0;0;0;0;6;1
62 F14D48 FE 50 01, EVEX_Vpaddd_zmm_k1z_zmm_zmmm512b32, Vpaddd, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt32 co=0;0;0;0;6;1
62 F14DCB FE D3, EVEX_Vpaddd_zmm_k1z_zmm_zmmm512b32, Vpaddd, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 zmsk
62 F14D4B FE D3, EVEX_Vpaddd_zmm_k1z_zmm_zmmm512b32, Vpaddd, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3
62 D14D4B FE 50 01, EVEX_Vpaddd_zmm_k1z_zmm_zmmm512b32, Vpaddd, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt32 k3 co=0;0;0;0;6;1 enc=62F14D4BFE5001
62 E14D4B FE 50 01, EVEX_Vpaddd_zmm_k1z_zmm_zmmm512b32, Vpaddd, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt32 k3 co=0;0;0;0;6;1 enc=62F14D4BFE5001

0FFF CE, Ud0_r16_rm16, Ud0, 2, op0=r;cx op1=r;si
0FFF 18, Ud0_r16_rm16, Ud0, 2, op0=r;bx op1=m;ds;bx;si;1;0;0;UInt16

66 0FFF CE, Ud0_r32_rm32, Ud0, 2, op0=r;ecx op1=r;esi
66 0FFF 18, Ud0_r32_rm32, Ud0, 2, op0=r;ebx op1=m;ds;bx;si;1;0;0;UInt32

0F3800 08, Pshufb_mm_mmm64, Pshufb, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_UInt8
0F3800 CD, Pshufb_mm_mmm64, Pshufb, 2, op0=r;mm1 op1=r;mm5

66 0F3800 08, Pshufb_xmm_xmmm128, Pshufb, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_UInt8
66 0F3800 CD, Pshufb_xmm_xmmm128, Pshufb, 2, op0=r;xmm1 op1=r;xmm5

C4E249 00 10, VEX_Vpshufb_xmm_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt8
C4E2C9 00 10, VEX_Vpshufb_xmm_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt8 enc=C4E2490010
C4E249 00 D3, VEX_Vpshufb_xmm_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C249 00 10, VEX_Vpshufb_xmm_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt8 enc=C4E2490010

C4E24D 00 10, VEX_Vpshufb_ymm_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt8
C4E2CD 00 10, VEX_Vpshufb_ymm_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt8 enc=C4E24D0010
C4E24D 00 D3, VEX_Vpshufb_ymm_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C24D 00 10, VEX_Vpshufb_ymm_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt8 enc=C4E24D0010

62 F24D0B 00 50 01, EVEX_Vpshufb_xmm_k1z_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt8 k3 co=0;0;0;0;6;1
62 F24D8D 00 50 01, EVEX_Vpshufb_xmm_k1z_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt8 k5 zmsk co=0;0;0;0;6;1
62 F24D08 00 50 01, EVEX_Vpshufb_xmm_k1z_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt8 co=0;0;0;0;6;1
62 F2CD0B 00 50 01, EVEX_Vpshufb_xmm_k1z_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt8 k3 co=0;0;0;0;6;1 enc=62F24D0B005001
62 F24D0B 00 D3, EVEX_Vpshufb_xmm_k1z_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 F24D8B 00 D3, EVEX_Vpshufb_xmm_k1z_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 zmsk
62 F2CD0B 00 D3, EVEX_Vpshufb_xmm_k1z_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 enc=62F24D0B00D3
62 D24D0B 00 50 01, EVEX_Vpshufb_xmm_k1z_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt8 k3 co=0;0;0;0;6;1 enc=62F24D0B005001
62 E24D0B 00 50 01, EVEX_Vpshufb_xmm_k1z_xmm_xmmm128, Vpshufb, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_UInt8 k3 co=0;0;0;0;6;1 enc=62F24D0B005001

62 F24D2B 00 50 01, EVEX_Vpshufb_ymm_k1z_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt8 k3 co=0;0;0;0;6;1
62 F24DAD 00 50 01, EVEX_Vpshufb_ymm_k1z_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt8 k5 zmsk co=0;0;0;0;6;1
62 F24D28 00 50 01, EVEX_Vpshufb_ymm_k1z_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt8 co=0;0;0;0;6;1
62 F2CD2B 00 50 01, EVEX_Vpshufb_ymm_k1z_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt8 k3 co=0;0;0;0;6;1 enc=62F24D2B005001
62 F24D2B 00 D3, EVEX_Vpshufb_ymm_k1z_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3
62 F24DAB 00 D3, EVEX_Vpshufb_ymm_k1z_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3 zmsk
62 F2CD2B 00 D3, EVEX_Vpshufb_ymm_k1z_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3 enc=62F24D2B00D3
62 D24D2B 00 50 01, EVEX_Vpshufb_ymm_k1z_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt8 k3 co=0;0;0;0;6;1 enc=62F24D2B005001
62 E24D2B 00 50 01, EVEX_Vpshufb_ymm_k1z_ymm_ymmm256, Vpshufb, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_UInt8 k3 co=0;0;0;0;6;1 enc=62F24D2B005001

62 F24D4B 00 50 01, EVEX_Vpshufb_zmm_k1z_zmm_zmmm512, Vpshufb, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt8 k3 co=0;0;0;0;6;1
62 F24DCD 00 50 01, EVEX_Vpshufb_zmm_k1z_zmm_zmmm512, Vpshufb, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt8 k5 zmsk co=0;0;0;0;6;1
62 F24D48 00 50 01, EVEX_Vpshufb_zmm_k1z_zmm_zmmm512, Vpshufb, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt8 co=0;0;0;0;6;1
62 F2CD4B 00 50 01, EVEX_Vpshufb_zmm_k1z_zmm_zmmm512, Vpshufb, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt8 k3 co=0;0;0;0;6;1 enc=62F24D4B005001
62 F24D4B 00 D3, EVEX_Vpshufb_zmm_k1z_zmm_zmmm512, Vpshufb, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3
62 F24DCB 00 D3, EVEX_Vpshufb_zmm_k1z_zmm_zmmm512, Vpshufb, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 zmsk
62 F2CD4B 00 D3, EVEX_Vpshufb_zmm_k1z_zmm_zmmm512, Vpshufb, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 enc=62F24D4B00D3
62 D24D4B 00 50 01, EVEX_Vpshufb_zmm_k1z_zmm_zmmm512, Vpshufb, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt8 k3 co=0;0;0;0;6;1 enc=62F24D4B005001
62 E24D4B 00 50 01, EVEX_Vpshufb_zmm_k1z_zmm_zmmm512, Vpshufb, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_UInt8 k3 co=0;0;0;0;6;1 enc=62F24D4B005001

0F3801 08, Phaddw_mm_mmm64, Phaddw, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_UInt16
0F3801 CD, Phaddw_mm_mmm64, Phaddw, 2, op0=r;mm1 op1=r;mm5

66 0F3801 08, Phaddw_xmm_xmmm128, Phaddw, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_UInt16
66 0F3801 CD, Phaddw_xmm_xmmm128, Phaddw, 2, op0=r;xmm1 op1=r;xmm5

C4E249 01 10, VEX_Vphaddw_xmm_xmm_xmmm128, Vphaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt16
C4E2C9 01 10, VEX_Vphaddw_xmm_xmm_xmmm128, Vphaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt16 enc=C4E2490110
C4E249 01 D3, VEX_Vphaddw_xmm_xmm_xmmm128, Vphaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C249 01 10, VEX_Vphaddw_xmm_xmm_xmmm128, Vphaddw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt16 enc=C4E2490110

C4E24D 01 10, VEX_Vphaddw_ymm_ymm_ymmm256, Vphaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt16
C4E2CD 01 10, VEX_Vphaddw_ymm_ymm_ymmm256, Vphaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt16 enc=C4E24D0110
C4E24D 01 D3, VEX_Vphaddw_ymm_ymm_ymmm256, Vphaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C24D 01 10, VEX_Vphaddw_ymm_ymm_ymmm256, Vphaddw, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt16 enc=C4E24D0110

0F3802 08, Phaddd_mm_mmm64, Phaddd, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_UInt32
0F3802 CD, Phaddd_mm_mmm64, Phaddd, 2, op0=r;mm1 op1=r;mm5

66 0F3802 08, Phaddd_xmm_xmmm128, Phaddd, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_UInt32
66 0F3802 CD, Phaddd_xmm_xmmm128, Phaddd, 2, op0=r;xmm1 op1=r;xmm5

C4E249 02 10, VEX_Vphaddd_xmm_xmm_xmmm128, Vphaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt32
C4E2C9 02 10, VEX_Vphaddd_xmm_xmm_xmmm128, Vphaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt32 enc=C4E2490210
C4E249 02 D3, VEX_Vphaddd_xmm_xmm_xmmm128, Vphaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C4C249 02 10, VEX_Vphaddd_xmm_xmm_xmmm128, Vphaddd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_UInt32 enc=C4E2490210

C4E24D 02 10, VEX_Vphaddd_ymm_ymm_ymmm256, Vphaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt32
C4E2CD 02 10, VEX_Vphaddd_ymm_ymm_ymmm256, Vphaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt32 enc=C4E24D0210
C4E24D 02 D3, VEX_Vphaddd_ymm_ymm_ymmm256, Vphaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3
C4C24D 02 10, VEX_Vphaddd_ymm_ymm_ymmm256, Vphaddd, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;0;0;Packed256_UInt32 enc=C4E24D0210

0F3803 08, Phaddsw_mm_mmm64, Phaddsw, 2, op0=r;mm1 op1=m;ds;bx;si;1;0;0;Packed64_Int16
0F3803 CD, Phaddsw_mm_mmm64, Phaddsw, 2, op0=r;mm1 op1=r;mm5

66 0F3803 08, Phaddsw_xmm_xmmm128, Phaddsw, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_Int16
66 0F3803 CD, Phaddsw_xmm_xmmm128, Phaddsw, 2, op0=r;xmm1 op1=r;xmm5

C4E249 03 10, VEX_Vphaddsw_xmm_xmm_xmmm128, Vphaddsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int16
C4E2C9 03 10, VEX_Vphaddsw_xmm_xmm_xmmm128, Vphaddsw, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Packed128_Int16 enc=C4E2490310
