# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# ⚠️This file was generated by GENERATOR!🦹‍♂️

INVALID, INVALID, Unknown, Unknown, legacy, , legacy, 00, <invalid>, <invalid>, no-instr 16 32 64 cpl0 cpl1 cpl2 cpl3 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpsubd_xmm_k1z_xmm_xmmm128b32, Vpsubd, Packed128_UInt32, Broadcast128_UInt32, EVEX, 66, 0F, FA, EVEX.128.66.0F.W0 FA /r, VPSUBD xmm1 {k1}{z}| xmm2| xmm3/m128/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N16b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpsubd_ymm_k1z_ymm_ymmm256b32, Vpsubd, Packed256_UInt32, Broadcast256_UInt32, EVEX, 66, 0F, FA, EVEX.256.66.0F.W0 FA /r, VPSUBD ymm1 {k1}{z}| ymm2| ymm3/m256/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_vvvv;ymm_or_mem tt=N32b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpsubd_zmm_k1z_zmm_zmmm512b32, Vpsubd, Packed512_UInt32, Broadcast512_UInt32, EVEX, 66, 0F, FA, EVEX.512.66.0F.W0 FA /r, VPSUBD zmm1 {k1}{z}| zmm2| zmm3/m512/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=zmm_reg;zmm_vvvv;zmm_or_mem tt=N64b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Psubq_mm_mmm64, Psubq, Int64, Unknown, legacy, NP, 0F, FB, NP 0F FB /r, PSUBQ mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Psubq_xmm_xmmm128, Psubq, Packed128_UInt64, Unknown, legacy, 66, 0F, FB, 66 0F FB /r, PSUBQ xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpsubq_xmm_xmm_xmmm128, Vpsubq, Packed128_UInt64, Unknown, VEX, 66, 0F, FB, VEX.128.66.0F.WIG FB /r, VPSUBQ xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpsubq_ymm_ymm_ymmm256, Vpsubq, Packed256_UInt64, Unknown, VEX, 66, 0F, FB, VEX.256.66.0F.WIG FB /r, VPSUBQ ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpsubq_xmm_k1z_xmm_xmmm128b64, Vpsubq, Packed128_UInt64, Broadcast128_UInt64, EVEX, 66, 0F, FB, EVEX.128.66.0F.W1 FB /r, VPSUBQ xmm1 {k1}{z}| xmm2| xmm3/m128/m64bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W1 op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N16b8 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpsubq_ymm_k1z_ymm_ymmm256b64, Vpsubq, Packed256_UInt64, Broadcast256_UInt64, EVEX, 66, 0F, FB, EVEX.256.66.0F.W1 FB /r, VPSUBQ ymm1 {k1}{z}| ymm2| ymm3/m256/m64bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W1 op=ymm_reg;ymm_vvvv;ymm_or_mem tt=N32b8 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpsubq_zmm_k1z_zmm_zmmm512b64, Vpsubq, Packed512_UInt64, Broadcast512_UInt64, EVEX, 66, 0F, FB, EVEX.512.66.0F.W1 FB /r, VPSUBQ zmm1 {k1}{z}| zmm2| zmm3/m512/m64bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W1 op=zmm_reg;zmm_vvvv;zmm_or_mem tt=N64b8 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Paddb_mm_mmm64, Paddb, Packed64_UInt8, Unknown, legacy, NP, 0F, FC, NP 0F FC /r, PADDB mm| mm/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Paddb_xmm_xmmm128, Paddb, Packed128_UInt8, Unknown, legacy, 66, 0F, FC, 66 0F FC /r, PADDB xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpaddb_xmm_xmm_xmmm128, Vpaddb, Packed128_UInt8, Unknown, VEX, 66, 0F, FC, VEX.128.66.0F.WIG FC /r, VPADDB xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpaddb_ymm_ymm_ymmm256, Vpaddb, Packed256_UInt8, Unknown, VEX, 66, 0F, FC, VEX.256.66.0F.WIG FC /r, VPADDB ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpaddb_xmm_k1z_xmm_xmmm128, Vpaddb, Packed128_UInt8, Unknown, EVEX, 66, 0F, FC, EVEX.128.66.0F.WIG FC /r, VPADDB xmm1 {k1}{z}| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N16 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpaddb_ymm_k1z_ymm_ymmm256, Vpaddb, Packed256_UInt8, Unknown, EVEX, 66, 0F, FC, EVEX.256.66.0F.WIG FC /r, VPADDB ymm1 {k1}{z}| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem tt=N32 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpaddb_zmm_k1z_zmm_zmmm512, Vpaddb, Packed512_UInt8, Unknown, EVEX, 66, 0F, FC, EVEX.512.66.0F.WIG FC /r, VPADDB zmm1 {k1}{z}| zmm2| zmm3/m512, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 WIG op=zmm_reg;zmm_vvvv;zmm_or_mem tt=N64 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Paddw_mm_mmm64, Paddw, Packed64_UInt16, Unknown, legacy, NP, 0F, FD, NP 0F FD /r, PADDW mm| mm/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Paddw_xmm_xmmm128, Paddw, Packed128_UInt16, Unknown, legacy, 66, 0F, FD, 66 0F FD /r, PADDW xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpaddw_xmm_xmm_xmmm128, Vpaddw, Packed128_UInt16, Unknown, VEX, 66, 0F, FD, VEX.128.66.0F.WIG FD /r, VPADDW xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpaddw_ymm_ymm_ymmm256, Vpaddw, Packed256_UInt16, Unknown, VEX, 66, 0F, FD, VEX.256.66.0F.WIG FD /r, VPADDW ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpaddw_xmm_k1z_xmm_xmmm128, Vpaddw, Packed128_UInt16, Unknown, EVEX, 66, 0F, FD, EVEX.128.66.0F.WIG FD /r, VPADDW xmm1 {k1}{z}| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N16 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpaddw_ymm_k1z_ymm_ymmm256, Vpaddw, Packed256_UInt16, Unknown, EVEX, 66, 0F, FD, EVEX.256.66.0F.WIG FD /r, VPADDW ymm1 {k1}{z}| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem tt=N32 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpaddw_zmm_k1z_zmm_zmmm512, Vpaddw, Packed512_UInt16, Unknown, EVEX, 66, 0F, FD, EVEX.512.66.0F.WIG FD /r, VPADDW zmm1 {k1}{z}| zmm2| zmm3/m512, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 WIG op=zmm_reg;zmm_vvvv;zmm_or_mem tt=N64 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Paddd_mm_mmm64, Paddd, Packed64_UInt32, Unknown, legacy, NP, 0F, FE, NP 0F FE /r, PADDD mm| mm/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Paddd_xmm_xmmm128, Paddd, Packed128_UInt32, Unknown, legacy, 66, 0F, FE, 66 0F FE /r, PADDD xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpaddd_xmm_xmm_xmmm128, Vpaddd, Packed128_UInt32, Unknown, VEX, 66, 0F, FE, VEX.128.66.0F.WIG FE /r, VPADDD xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpaddd_ymm_ymm_ymmm256, Vpaddd, Packed256_UInt32, Unknown, VEX, 66, 0F, FE, VEX.256.66.0F.WIG FE /r, VPADDD ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpaddd_xmm_k1z_xmm_xmmm128b32, Vpaddd, Packed128_UInt32, Broadcast128_UInt32, EVEX, 66, 0F, FE, EVEX.128.66.0F.W0 FE /r, VPADDD xmm1 {k1}{z}| xmm2| xmm3/m128/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N16b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpaddd_ymm_k1z_ymm_ymmm256b32, Vpaddd, Packed256_UInt32, Broadcast256_UInt32, EVEX, 66, 0F, FE, EVEX.256.66.0F.W0 FE /r, VPADDD ymm1 {k1}{z}| ymm2| ymm3/m256/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_vvvv;ymm_or_mem tt=N32b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpaddd_zmm_k1z_zmm_zmmm512b32, Vpaddd, Packed512_UInt32, Broadcast512_UInt32, EVEX, 66, 0F, FE, EVEX.512.66.0F.W0 FE /r, VPADDD zmm1 {k1}{z}| zmm2| zmm3/m512/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=zmm_reg;zmm_vvvv;zmm_or_mem tt=N64b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Ud0_r16_rm16, Ud0, UInt16, Unknown, legacy, , 0F, FF, o16 0F FF /r, UD0 r16| r/m16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=r16_reg;r16_or_mem intel16 intel32 intel64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam intel-vm-exit tsx-impl-abort
Ud0_r32_rm32, Ud0, UInt32, Unknown, legacy, , 0F, FF, o32 0F FF /r, UD0 r32| r/m32, 16 32 64 cpl0 cpl1 cpl2 cpl3 o32 op=r32_reg;r32_or_mem intel16 intel32 intel64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam intel-vm-exit tsx-impl-abort
Ud0_r64_rm64, Ud0, UInt64, Unknown, legacy, , 0F, FF, o64 0F FF /r, UD0 r64| r/m64, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_reg;r64_or_mem intel64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam intel-vm-exit tsx-impl-abort
Pshufb_mm_mmm64, Pshufb, Packed64_UInt8, Unknown, legacy, NP, 0F38, 00, NP 0F 38 00 /r, PSHUFB mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Pshufb_xmm_xmmm128, Pshufb, Packed128_UInt8, Unknown, legacy, 66, 0F38, 00, 66 0F 38 00 /r, PSHUFB xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpshufb_xmm_xmm_xmmm128, Vpshufb, Packed128_UInt8, Unknown, VEX, 66, 0F38, 00, VEX.128.66.0F38.WIG 00 /r, VPSHUFB xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpshufb_ymm_ymm_ymmm256, Vpshufb, Packed256_UInt8, Unknown, VEX, 66, 0F38, 00, VEX.256.66.0F38.WIG 00 /r, VPSHUFB ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpshufb_xmm_k1z_xmm_xmmm128, Vpshufb, Packed128_UInt8, Unknown, EVEX, 66, 0F38, 00, EVEX.128.66.0F38.WIG 00 /r, VPSHUFB xmm1 {k1}{z}| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N16 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpshufb_ymm_k1z_ymm_ymmm256, Vpshufb, Packed256_UInt8, Unknown, EVEX, 66, 0F38, 00, EVEX.256.66.0F38.WIG 00 /r, VPSHUFB ymm1 {k1}{z}| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem tt=N32 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vpshufb_zmm_k1z_zmm_zmmm512, Vpshufb, Packed512_UInt8, Unknown, EVEX, 66, 0F38, 00, EVEX.512.66.0F38.WIG 00 /r, VPSHUFB zmm1 {k1}{z}| zmm2| zmm3/m512, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 WIG op=zmm_reg;zmm_vvvv;zmm_or_mem tt=N64 k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Phaddw_mm_mmm64, Phaddw, Packed64_UInt16, Unknown, legacy, NP, 0F38, 01, NP 0F 38 01 /r, PHADDW mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Phaddw_xmm_xmmm128, Phaddw, Packed128_UInt16, Unknown, legacy, 66, 0F38, 01, 66 0F 38 01 /r, PHADDW xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vphaddw_xmm_xmm_xmmm128, Vphaddw, Packed128_UInt16, Unknown, VEX, 66, 0F38, 01, VEX.128.66.0F38.WIG 01 /r, VPHADDW xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vphaddw_ymm_ymm_ymmm256, Vphaddw, Packed256_UInt16, Unknown, VEX, 66, 0F38, 01, VEX.256.66.0F38.WIG 01 /r, VPHADDW ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Phaddd_mm_mmm64, Phaddd, Packed64_UInt32, Unknown, legacy, NP, 0F38, 02, NP 0F 38 02 /r, PHADDD mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Phaddd_xmm_xmmm128, Phaddd, Packed128_UInt32, Unknown, legacy, 66, 0F38, 02, 66 0F 38 02 /r, PHADDD xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vphaddd_xmm_xmm_xmmm128, Vphaddd, Packed128_UInt32, Unknown, VEX, 66, 0F38, 02, VEX.128.66.0F38.WIG 02 /r, VPHADDD xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vphaddd_ymm_ymm_ymmm256, Vphaddd, Packed256_UInt32, Unknown, VEX, 66, 0F38, 02, VEX.256.66.0F38.WIG 02 /r, VPHADDD ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Phaddsw_mm_mmm64, Phaddsw, Packed64_Int16, Unknown, legacy, NP, 0F38, 03, NP 0F 38 03 /r, PHADDSW mm1| mm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Phaddsw_xmm_xmmm128, Phaddsw, Packed128_Int16, Unknown, legacy, 66, 0F38, 03, 66 0F 38 03 /r, PHADDSW xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vphaddsw_xmm_xmm_xmmm128, Vphaddsw, Packed128_Int16, Unknown, VEX, 66, 0F38, 03, VEX.128.66.0F38.WIG 03 /r, VPHADDSW xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vphaddsw_ymm_ymm_ymmm256, Vphaddsw, Packed256_Int16, Unknown, VEX, 66, 0F38, 03, VEX.256.66.0F38.WIG 03 /r, VPHADDSW ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
