# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

REP movsb %fs:(%rsi),%es:(%rdi)
rep movsb %fs:(%rsi),%es:(%rdi)

outsw %fs:(%rsi),%dx
outsw %gs:(%rsi),%dx
outsl %es:(%rsi),%dx
outsl %cs:(%rsi),%dx
outsl %ss:(%rsi),%dx
outsl %ds:(%rsi),%dx
outsl %fs:(%rsi),%dx
outsl %gs:(%rsi),%dx
movsb %es:(%rsi),%es:(%rdi)
movsb %cs:(%rsi),%es:(%rdi)
movsb %ss:(%rsi),%es:(%rdi)
movsb %ds:(%rsi),%es:(%rdi)
movsb %fs:(%rsi),%es:(%rdi)
movsb %gs:(%rsi),%es:(%rdi)
movsw %es:(%rsi),%es:(%rdi)
movsw %cs:(%rsi),%es:(%rdi)
movsw %ss:(%rsi),%es:(%rdi)
movsw %ds:(%rsi),%es:(%rdi)
movsw %fs:(%rsi),%es:(%rdi)
movsw %gs:(%rsi),%es:(%rdi)
movsl %es:(%rsi),%es:(%rdi)
movsl %cs:(%rsi),%es:(%rdi)
movsl %ss:(%rsi),%es:(%rdi)
movsl %ds:(%rsi),%es:(%rdi)
movsl %fs:(%rsi),%es:(%rdi)
movsl %gs:(%rsi),%es:(%rdi)
movsq %es:(%rsi),%es:(%rdi)
movsq %cs:(%rsi),%es:(%rdi)
movsq %ss:(%rsi),%es:(%rdi)
movsq %ds:(%rsi),%es:(%rdi)
movsq %fs:(%rsi),%es:(%rdi)
movsq %gs:(%rsi),%es:(%rdi)
cmpsb %es:(%rdi),%es:(%rsi)
cmpsb %es:(%rdi),%cs:(%rsi)
cmpsb %es:(%rdi),%ss:(%rsi)
cmpsb %es:(%rdi),%ds:(%rsi)
cmpsb %es:(%rdi),%fs:(%rsi)
cmpsb %es:(%rdi),%gs:(%rsi)
cmpsw %es:(%rdi),%es:(%rsi)
cmpsw %es:(%rdi),%cs:(%rsi)
cmpsw %es:(%rdi),%ss:(%rsi)
cmpsw %es:(%rdi),%ds:(%rsi)
cmpsw %es:(%rdi),%fs:(%rsi)
cmpsw %es:(%rdi),%gs:(%rsi)
cmpsl %es:(%rdi),%es:(%rsi)
cmpsl %es:(%rdi),%cs:(%rsi)
cmpsl %es:(%rdi),%ss:(%rsi)
cmpsl %es:(%rdi),%ds:(%rsi)
cmpsl %es:(%rdi),%fs:(%rsi)
cmpsl %es:(%rdi),%gs:(%rsi)
cmpsq %es:(%rdi),%es:(%rsi)
cmpsq %es:(%rdi),%cs:(%rsi)
cmpsq %es:(%rdi),%ss:(%rsi)
cmpsq %es:(%rdi),%ds:(%rsi)
cmpsq %es:(%rdi),%fs:(%rsi)
cmpsq %es:(%rdi),%gs:(%rsi)
lods %es:(%rsi),%al
lods %cs:(%rsi),%al
lods %ss:(%rsi),%al
lods %ds:(%rsi),%al
lods %fs:(%rsi),%al
lods %gs:(%rsi),%al
lods %es:(%rsi),%ax
lods %cs:(%rsi),%ax
lods %ss:(%rsi),%ax
lods %ds:(%rsi),%ax
lods %fs:(%rsi),%ax
lods %gs:(%rsi),%ax
lods %es:(%rsi),%eax
lods %cs:(%rsi),%eax
lods %ss:(%rsi),%eax
lods %ds:(%rsi),%eax
lods %fs:(%rsi),%eax
lods %gs:(%rsi),%eax
lods %es:(%rsi),%rax
lods %cs:(%rsi),%rax
lods %ss:(%rsi),%rax
lods %ds:(%rsi),%rax
lods %fs:(%rsi),%rax
lods %gs:(%rsi),%rax

xlat %es:(%ebx)
xlat %cs:(%ebx)
xlat %ss:(%ebx)
xlat %ds:(%ebx)
xlat %fs:(%ebx)
xlat %gs:(%ebx)
outsb %es:(%esi),%dx
outsb %cs:(%esi),%dx
outsb %ss:(%esi),%dx
outsb %ds:(%esi),%dx
outsb %fs:(%esi),%dx
outsb %gs:(%esi),%dx
outsw %es:(%esi),%dx
outsw %cs:(%esi),%dx
outsw %ss:(%esi),%dx
outsw %ds:(%esi),%dx
outsw %fs:(%esi),%dx
outsw %gs:(%esi),%dx
outsl %es:(%esi),%dx
outsl %cs:(%esi),%dx
outsl %ss:(%esi),%dx
outsl %ds:(%esi),%dx
outsl %fs:(%esi),%dx
outsl %gs:(%esi),%dx
movsb %es:(%esi),%es:(%edi)
movsb %cs:(%esi),%es:(%edi)
movsb %ss:(%esi),%es:(%edi)
movsb %ds:(%esi),%es:(%edi)
movsb %fs:(%esi),%es:(%edi)
movsb %gs:(%esi),%es:(%edi)
movsw %es:(%esi),%es:(%edi)
movsw %cs:(%esi),%es:(%edi)
movsw %ss:(%esi),%es:(%edi)
movsw %ds:(%esi),%es:(%edi)
movsw %fs:(%esi),%es:(%edi)
movsw %gs:(%esi),%es:(%edi)
movsl %es:(%esi),%es:(%edi)
movsl %cs:(%esi),%es:(%edi)
movsl %ss:(%esi),%es:(%edi)
movsl %ds:(%esi),%es:(%edi)
movsl %fs:(%esi),%es:(%edi)
movsl %gs:(%esi),%es:(%edi)
cmpsb %es:(%edi),%es:(%esi)
cmpsb %es:(%edi),%cs:(%esi)
cmpsb %es:(%edi),%ss:(%esi)
cmpsb %es:(%edi),%ds:(%esi)
cmpsb %es:(%edi),%fs:(%esi)
cmpsb %es:(%edi),%gs:(%esi)
cmpsw %es:(%edi),%es:(%esi)
cmpsw %es:(%edi),%cs:(%esi)
cmpsw %es:(%edi),%ss:(%esi)
cmpsw %es:(%edi),%ds:(%esi)
cmpsw %es:(%edi),%fs:(%esi)
cmpsw %es:(%edi),%gs:(%esi)
cmpsl %es:(%edi),%es:(%esi)
cmpsl %es:(%edi),%cs:(%esi)
cmpsl %es:(%edi),%ss:(%esi)
cmpsl %es:(%edi),%ds:(%esi)
cmpsl %es:(%edi),%fs:(%esi)
cmpsl %es:(%edi),%gs:(%esi)
lods %es:(%esi),%al
lods %cs:(%esi),%al
lods %ss:(%esi),%al
lods %ds:(%esi),%al
lods %fs:(%esi),%al
lods %gs:(%esi),%al
lods %es:(%esi),%ax
lods %cs:(%esi),%ax
lods %ss:(%esi),%ax
lods %ds:(%esi),%ax
lods %fs:(%esi),%ax
lods %gs:(%esi),%ax
lods %es:(%esi),%eax
lods %cs:(%esi),%eax
lods %ss:(%esi),%eax
lods %ds:(%esi),%eax
lods %fs:(%esi),%eax
lods %gs:(%esi),%eax

xlat %es:(%bx)
xlat %cs:(%bx)
xlat %ss:(%bx)
xlat %ds:(%bx)
xlat %fs:(%bx)
xlat %gs:(%bx)
outsb %es:(%si),%dx
outsb %cs:(%si),%dx
outsb %ss:(%si),%dx
outsb %ds:(%si),%dx
outsb %fs:(%si),%dx
outsb %gs:(%si),%dx
outsw %es:(%si),%dx
outsw %cs:(%si),%dx
outsw %ss:(%si),%dx
outsw %ds:(%si),%dx
outsw %fs:(%si),%dx
outsw %gs:(%si),%dx
outsl %es:(%si),%dx
outsl %cs:(%si),%dx
outsl %ss:(%si),%dx
outsl %ds:(%si),%dx
outsl %fs:(%si),%dx
outsl %gs:(%si),%dx
movsb %es:(%si),%es:(%di)
movsb %cs:(%si),%es:(%di)
movsb %ss:(%si),%es:(%di)
movsb %ds:(%si),%es:(%di)
movsb %fs:(%si),%es:(%di)
movsb %gs:(%si),%es:(%di)
movsw %es:(%si),%es:(%di)
movsw %cs:(%si),%es:(%di)
movsw %ss:(%si),%es:(%di)
movsw %ds:(%si),%es:(%di)
movsw %fs:(%si),%es:(%di)
movsw %gs:(%si),%es:(%di)
movsl %es:(%si),%es:(%di)
movsl %cs:(%si),%es:(%di)
movsl %ss:(%si),%es:(%di)
movsl %ds:(%si),%es:(%di)
movsl %fs:(%si),%es:(%di)
movsl %gs:(%si),%es:(%di)
cmpsb %es:(%di),%es:(%si)
cmpsb %es:(%di),%cs:(%si)
cmpsb %es:(%di),%ss:(%si)
cmpsb %es:(%di),%ds:(%si)
cmpsb %es:(%di),%fs:(%si)
cmpsb %es:(%di),%gs:(%si)
cmpsw %es:(%di),%es:(%si)
cmpsw %es:(%di),%cs:(%si)
cmpsw %es:(%di),%ss:(%si)
cmpsw %es:(%di),%ds:(%si)
cmpsw %es:(%di),%fs:(%si)
cmpsw %es:(%di),%gs:(%si)
cmpsl %es:(%di),%es:(%si)
cmpsl %es:(%di),%cs:(%si)
cmpsl %es:(%di),%ss:(%si)
cmpsl %es:(%di),%ds:(%si)
cmpsl %es:(%di),%fs:(%si)
cmpsl %es:(%di),%gs:(%si)
lods %es:(%si),%al
lods %cs:(%si),%al
lods %ss:(%si),%al
lods %ds:(%si),%al
lods %fs:(%si),%al
lods %gs:(%si),%al
lods %es:(%si),%ax
lods %cs:(%si),%ax
lods %ss:(%si),%ax
lods %ds:(%si),%ax
lods %fs:(%si),%ax
lods %gs:(%si),%ax
lods %es:(%si),%eax
lods %cs:(%si),%eax
lods %ss:(%si),%eax
lods %ds:(%si),%eax
lods %fs:(%si),%eax
lods %gs:(%si),%eax

rep insb %dx,(%rdi)
rep insw %dx,(%rdi)
rep insl %dx,(%rdi)
rep outsb (%rsi),%dx
rep outsw (%rsi),%dx
rep outsl (%rsi),%dx
rep movsb (%rsi),(%rdi)
rep movsw (%rsi),(%rdi)
rep movsl (%rsi),(%rdi)
rep movsq (%rsi),(%rdi)
repe cmpsb (%rdi),(%rsi)
repe cmpsw (%rdi),(%rsi)
repe cmpsl (%rdi),(%rsi)
repe cmpsq (%rdi),(%rsi)
rep stos %al,(%rdi)
rep stos %ax,(%rdi)
rep stos %eax,(%rdi)
rep stos %rax,(%rdi)
rep lods (%rsi),%al
rep lods (%rsi),%ax
rep lods (%rsi),%eax
rep lods (%rsi),%rax
repe scas (%rdi),%al
repe scas (%rdi),%ax
repe scas (%rdi),%eax
repe scas (%rdi),%rax
rep montmul
rep xsha1
rep xsha256
rep xstore
rep xcryptecb
rep xcryptcbc
rep xcryptctr
rep xcryptcfb
rep xcryptofb
rep ccs_hash
rep ccs_encrypt
rep undoc
rep undoc
rep xsha512
rep xstore_alt
rep xsha512_alt

repne insb %dx,(%rdi)
repne insw %dx,(%rdi)
repne insl %dx,(%rdi)
repne outsb (%rsi),%dx
repne outsw (%rsi),%dx
repne outsl (%rsi),%dx
repne movsb (%rsi),(%rdi)
repne movsw (%rsi),(%rdi)
repne movsl (%rsi),(%rdi)
repne movsq (%rsi),(%rdi)
repne cmpsb (%rdi),(%rsi)
repne cmpsw (%rdi),(%rsi)
repne cmpsl (%rdi),(%rsi)
repne cmpsq (%rdi),(%rsi)
repne stos %al,(%rdi)
repne stos %ax,(%rdi)
repne stos %eax,(%rdi)
repne stos %rax,(%rdi)
repne lods (%rsi),%al
repne lods (%rsi),%ax
repne lods (%rsi),%eax
repne lods (%rsi),%rax
repne scas (%rdi),%al
repne scas (%rdi),%ax
repne scas (%rdi),%eax
repne scas (%rdi),%rax

rep insb %dx,(%edi)
rep insw %dx,(%edi)
rep insl %dx,(%edi)
rep outsb (%esi),%dx
rep outsw (%esi),%dx
rep outsl (%esi),%dx
rep movsb (%esi),(%edi)
rep movsw (%esi),(%edi)
rep movsl (%esi),(%edi)
repe cmpsb (%edi),(%esi)
repe cmpsw (%edi),(%esi)
repe cmpsl (%edi),(%esi)
rep stos %al,(%edi)
rep stos %ax,(%edi)
rep stos %eax,(%edi)
rep lods (%esi),%al
rep lods (%esi),%ax
rep lods (%esi),%eax
repe scas (%edi),%al
repe scas (%edi),%ax
repe scas (%edi),%eax
rep montmul
rep xsha1
rep xsha256
rep xstore
rep xcryptecb
rep xcryptcbc
rep xcryptctr
rep xcryptcfb
rep xcryptofb
rep ccs_hash
rep ccs_encrypt
rep undoc
rep undoc
rep xsha512
rep xstore_alt
rep xsha512_alt

repne insb %dx,(%edi)
repne insw %dx,(%edi)
repne insl %dx,(%edi)
repne outsb (%esi),%dx
repne outsw (%esi),%dx
repne outsl (%esi),%dx
repne movsb (%esi),(%edi)
repne movsw (%esi),(%edi)
repne movsl (%esi),(%edi)
repne cmpsb (%edi),(%esi)
repne cmpsw (%edi),(%esi)
repne cmpsl (%edi),(%esi)
repne stos %al,(%edi)
repne stos %ax,(%edi)
repne stos %eax,(%edi)
repne lods (%esi),%al
repne lods (%esi),%ax
repne lods (%esi),%eax
repne scas (%edi),%al
repne scas (%edi),%ax
repne scas (%edi),%eax

rep insb %dx,(%di)
rep insw %dx,(%di)
rep insl %dx,(%di)
rep outsb (%si),%dx
rep outsw (%si),%dx
rep outsl (%si),%dx
rep movsb (%si),(%di)
rep movsw (%si),(%di)
rep movsl (%si),(%di)
repe cmpsb (%di),(%si)
repe cmpsw (%di),(%si)
repe cmpsl (%di),(%si)
rep stos %al,(%di)
rep stos %ax,(%di)
rep stos %eax,(%di)
rep lods (%si),%al
rep lods (%si),%ax
rep lods (%si),%eax
repe scas (%di),%al
repe scas (%di),%ax
repe scas (%di),%eax
rep montmul
rep xsha1
rep xsha256
rep xstore
rep xcryptecb
rep xcryptcbc
rep xcryptctr
rep xcryptcfb
rep xcryptofb
rep ccs_hash
rep ccs_encrypt
rep undoc
rep undoc
rep xsha512
rep xstore_alt
rep xsha512_alt

repne insb %dx,(%di)
repne insw %dx,(%di)
repne insl %dx,(%di)
repne outsb (%si),%dx
repne outsw (%si),%dx
repne outsl (%si),%dx
repne movsb (%si),(%di)
repne movsw (%si),(%di)
repne movsl (%si),(%di)
repne cmpsb (%di),(%si)
repne cmpsw (%di),(%si)
repne cmpsl (%di),(%si)
repne stos %al,(%di)
repne stos %ax,(%di)
repne stos %eax,(%di)
repne lods (%si),%al
repne lods (%si),%ax
repne lods (%si),%eax
repne scas (%di),%al
repne scas (%di),%ax
repne scas (%di),%eax

rep insb %dx,(%rdi)
rep insw %dx,(%rdi)
rep insl %dx,(%rdi)
rep outsb (%rsi),%dx
rep outsw (%rsi),%dx
rep outsl (%rsi),%dx
rep movsb (%rsi),(%rdi)
rep movsw (%rsi),(%rdi)
rep movsl (%rsi),(%rdi)
rep movsq (%rsi),(%rdi)
repe cmpsb (%rdi),(%rsi)
repe cmpsw (%rdi),(%rsi)
repe cmpsl (%rdi),(%rsi)
repe cmpsq (%rdi),(%rsi)
rep stos %al,(%rdi)
rep stos %ax,(%rdi)
rep stos %eax,(%rdi)
rep stos %rax,(%rdi)
rep lods (%rsi),%al
rep lods (%rsi),%ax
rep lods (%rsi),%eax
rep lods (%rsi),%rax
repe scas (%rdi),%al
repe scas (%rdi),%ax
repe scas (%rdi),%eax
repe scas (%rdi),%rax
rep montmul
rep xsha1
rep xsha256
rep xstore
rep xcryptecb
rep xcryptcbc
rep xcryptctr
rep xcryptcfb
rep xcryptofb
rep ccs_hash
rep ccs_encrypt
rep undoc
rep undoc
rep xsha512
rep xstore_alt
rep xsha512_alt

repne insb %dx,(%rdi)
repne insw %dx,(%rdi)
repne insl %dx,(%rdi)
repne outsb (%rsi),%dx
repne outsw (%rsi),%dx
repne outsl (%rsi),%dx
repne movsb (%rsi),(%rdi)
repne movsw (%rsi),(%rdi)
repne movsl (%rsi),(%rdi)
repne movsq (%rsi),(%rdi)
repne cmpsb (%rdi),(%rsi)
repne cmpsw (%rdi),(%rsi)
repne cmpsl (%rdi),(%rsi)
repne cmpsq (%rdi),(%rsi)
repne stos %al,(%rdi)
repne stos %ax,(%rdi)
repne stos %eax,(%rdi)
repne stos %rax,(%rdi)
repne lods (%rsi),%al
repne lods (%rsi),%ax
repne lods (%rsi),%eax
repne lods (%rsi),%rax
repne scas (%rdi),%al
repne scas (%rdi),%ax
repne scas (%rdi),%eax
repne scas (%rdi),%rax

rep insb %dx,(%edi)
rep insw %dx,(%edi)
rep insl %dx,(%edi)
rep outsb (%esi),%dx
rep outsw (%esi),%dx
rep outsl (%esi),%dx
rep movsb (%esi),(%edi)
rep movsw (%esi),(%edi)
rep movsl (%esi),(%edi)
repe cmpsb (%edi),(%esi)
repe cmpsw (%edi),(%esi)
repe cmpsl (%edi),(%esi)
rep stos %al,(%edi)
rep stos %ax,(%edi)
rep stos %eax,(%edi)
rep lods (%esi),%al
rep lods (%esi),%ax
rep lods (%esi),%eax
repe scas (%edi),%al
repe scas (%edi),%ax
repe scas (%edi),%eax
rep montmul
rep xsha1
rep xsha256
rep xstore
rep xcryptecb
rep xcryptcbc
rep xcryptctr
rep xcryptcfb
rep xcryptofb
rep ccs_hash
rep ccs_encrypt
rep undoc
rep undoc
rep xsha512
rep xstore_alt
rep xsha512_alt

repne insb %dx,(%edi)
repne insw %dx,(%edi)
repne insl %dx,(%edi)
repne outsb (%esi),%dx
repne outsw (%esi),%dx
repne outsl (%esi),%dx
repne movsb (%esi),(%edi)
repne movsw (%esi),(%edi)
repne movsl (%esi),(%edi)
repne cmpsb (%edi),(%esi)
repne cmpsw (%edi),(%esi)
repne cmpsl (%edi),(%esi)
repne stos %al,(%edi)
repne stos %ax,(%edi)
repne stos %eax,(%edi)
repne lods (%esi),%al
repne lods (%esi),%ax
repne lods (%esi),%eax
repne scas (%edi),%al
repne scas (%edi),%ax
repne scas (%edi),%eax

rep insb %dx,(%di)
rep insw %dx,(%di)
rep insl %dx,(%di)
rep outsb (%si),%dx
rep outsw (%si),%dx
rep outsl (%si),%dx
rep movsb (%si),(%di)
rep movsw (%si),(%di)
rep movsl (%si),(%di)
repe cmpsb (%di),(%si)
repe cmpsw (%di),(%si)
repe cmpsl (%di),(%si)
rep stos %al,(%di)
rep stos %ax,(%di)
rep stos %eax,(%di)
rep lods (%si),%al
rep lods (%si),%ax
rep lods (%si),%eax
repe scas (%di),%al
repe scas (%di),%ax
repe scas (%di),%eax
rep montmul
rep xsha1
rep xsha256
rep xstore
rep xcryptecb
rep xcryptcbc
rep xcryptctr
rep xcryptcfb
rep xcryptofb
rep ccs_hash
rep ccs_encrypt
rep undoc
rep undoc
rep xsha512
rep xstore_alt
rep xsha512_alt

repne insb %dx,(%di)
repne insw %dx,(%di)
repne insl %dx,(%di)
repne outsb (%si),%dx
repne outsw (%si),%dx
repne outsl (%si),%dx
repne movsb (%si),(%di)
repne movsw (%si),(%di)
repne movsl (%si),(%di)
repne cmpsb (%di),(%si)
repne cmpsw (%di),(%si)
repne cmpsl (%di),(%si)
repne stos %al,(%di)
repne stos %ax,(%di)
repne stos %eax,(%di)
repne lods (%si),%al
repne lods (%si),%ax
repne lods (%si),%eax
repne scas (%di),%al
repne scas (%di),%ax
repne scas (%di),%eax

rep insb %dx,(%rdi)
rep insw %dx,(%rdi)
rep insl %dx,(%rdi)
rep outsb (%rsi),%dx
rep outsw (%rsi),%dx
rep outsl (%rsi),%dx
rep movsb (%rsi),(%rdi)
rep movsw (%rsi),(%rdi)
rep movsl (%rsi),(%rdi)
rep movsq (%rsi),(%rdi)
repe cmpsb (%rdi),(%rsi)
repe cmpsw (%rdi),(%rsi)
repe cmpsl (%rdi),(%rsi)
repe cmpsq (%rdi),(%rsi)
rep stos %al,(%rdi)
rep stos %ax,(%rdi)
rep stos %eax,(%rdi)
rep stos %rax,(%rdi)
rep lods (%rsi),%al
rep lods (%rsi),%ax
rep lods (%rsi),%eax
rep lods (%rsi),%rax
repe scas (%rdi),%al
repe scas (%rdi),%ax
repe scas (%rdi),%eax
repe scas (%rdi),%rax
rep montmul
rep xsha1
rep xsha256
rep xstore
rep xcryptecb
rep xcryptcbc
rep xcryptctr
rep xcryptcfb
rep xcryptofb
rep ccs_hash
rep ccs_encrypt
rep undoc
rep undoc
rep xsha512
rep xstore_alt
rep xsha512_alt

repne insb %dx,(%rdi)
repne insw %dx,(%rdi)
repne insl %dx,(%rdi)
repne outsb (%rsi),%dx
repne outsw (%rsi),%dx
repne outsl (%rsi),%dx
repne movsb (%rsi),(%rdi)
repne movsw (%rsi),(%rdi)
repne movsl (%rsi),(%rdi)
repne movsq (%rsi),(%rdi)
repne cmpsb (%rdi),(%rsi)
repne cmpsw (%rdi),(%rsi)
repne cmpsl (%rdi),(%rsi)
repne cmpsq (%rdi),(%rsi)
repne stos %al,(%rdi)
repne stos %ax,(%rdi)
repne stos %eax,(%rdi)
repne stos %rax,(%rdi)
repne lods (%rsi),%al
repne lods (%rsi),%ax
repne lods (%rsi),%eax
repne lods (%rsi),%rax
repne scas (%rdi),%al
repne scas (%rdi),%ax
repne scas (%rdi),%eax
repne scas (%rdi),%rax

rep insb %dx,(%edi)
rep insw %dx,(%edi)
rep insl %dx,(%edi)
rep outsb (%esi),%dx
rep outsw (%esi),%dx
rep outsl (%esi),%dx
rep movsb (%esi),(%edi)
rep movsw (%esi),(%edi)
rep movsl (%esi),(%edi)
repe cmpsb (%edi),(%esi)
repe cmpsw (%edi),(%esi)
repe cmpsl (%edi),(%esi)
rep stos %al,(%edi)
rep stos %ax,(%edi)
rep stos %eax,(%edi)
rep lods (%esi),%al
rep lods (%esi),%ax
rep lods (%esi),%eax
repe scas (%edi),%al
repe scas (%edi),%ax
repe scas (%edi),%eax
rep montmul
rep xsha1
rep xsha256
rep xstore
rep xcryptecb
rep xcryptcbc
rep xcryptctr
rep xcryptcfb
rep xcryptofb
rep ccs_hash
rep ccs_encrypt
rep undoc
rep undoc
rep xsha512
rep xstore_alt
rep xsha512_alt

repne insb %dx,(%edi)
repne insw %dx,(%edi)
repne insl %dx,(%edi)
repne outsb (%esi),%dx
repne outsw (%esi),%dx
repne outsl (%esi),%dx
repne movsb (%esi),(%edi)
repne movsw (%esi),(%edi)
repne movsl (%esi),(%edi)
repne cmpsb (%edi),(%esi)
repne cmpsw (%edi),(%esi)
repne cmpsl (%edi),(%esi)
repne stos %al,(%edi)
repne stos %ax,(%edi)
repne stos %eax,(%edi)
repne lods (%esi),%al
repne lods (%esi),%ax
repne lods (%esi),%eax
repne scas (%edi),%al
repne scas (%edi),%ax
repne scas (%edi),%eax

rep insb %dx,(%di)
rep insw %dx,(%di)
rep insl %dx,(%di)
rep outsb (%si),%dx
rep outsw (%si),%dx
rep outsl (%si),%dx
rep movsb (%si),(%di)
rep movsw (%si),(%di)
rep movsl (%si),(%di)
repe cmpsb (%di),(%si)
repe cmpsw (%di),(%si)
repe cmpsl (%di),(%si)
rep stos %al,(%di)
rep stos %ax,(%di)
rep stos %eax,(%di)
rep lods (%si),%al
rep lods (%si),%ax
rep lods (%si),%eax
repe scas (%di),%al
repe scas (%di),%ax
repe scas (%di),%eax
rep montmul
rep xsha1
rep xsha256
rep xstore
rep xcryptecb
rep xcryptcbc
rep xcryptctr
rep xcryptcfb
rep xcryptofb
rep ccs_hash
rep ccs_encrypt
rep undoc
rep undoc
rep xsha512
rep xstore_alt
rep xsha512_alt

repne insb %dx,(%di)
repne insw %dx,(%di)
repne insl %dx,(%di)
repne outsb (%si),%dx
repne outsw (%si),%dx
repne outsl (%si),%dx
repne movsb (%si),(%di)
repne movsw (%si),(%di)
repne movsl (%si),(%di)
repne cmpsb (%di),(%si)
repne cmpsw (%di),(%si)
repne cmpsl (%di),(%si)
repne stos %al,(%di)
repne stos %ax,(%di)
repne stos %eax,(%di)
repne lods (%si),%al
repne lods (%si),%ax
repne lods (%si),%eax
repne scas (%di),%al
repne scas (%di),%ax
repne scas (%di),%eax

rep insb %dx,(%rdi)
rep insw %dx,(%rdi)
rep insl %dx,(%rdi)
rep outsb (%rsi),%dx
rep outsw (%rsi),%dx
rep outsl (%rsi),%dx
rep movsb (%rsi),(%rdi)
rep movsw (%rsi),(%rdi)
rep movsl (%rsi),(%rdi)
rep movsq (%rsi),(%rdi)
repz cmpsb (%rdi),(%rsi)
repz cmpsw (%rdi),(%rsi)
repz cmpsl (%rdi),(%rsi)
repz cmpsq (%rdi),(%rsi)
rep stos %al,(%rdi)
rep stos %ax,(%rdi)
rep stos %eax,(%rdi)
rep stos %rax,(%rdi)
rep lods (%rsi),%al
rep lods (%rsi),%ax
rep lods (%rsi),%eax
rep lods (%rsi),%rax
repz scas (%rdi),%al
repz scas (%rdi),%ax
repz scas (%rdi),%eax
repz scas (%rdi),%rax
rep montmul
rep xsha1
rep xsha256
rep xstore
rep xcryptecb
rep xcryptcbc
rep xcryptctr
rep xcryptcfb
rep xcryptofb
rep ccs_hash
rep ccs_encrypt
rep undoc
rep undoc
rep xsha512
rep xstore_alt
rep xsha512_alt

repnz insb %dx,(%rdi)
repnz insw %dx,(%rdi)
repnz insl %dx,(%rdi)
repnz outsb (%rsi),%dx
repnz outsw (%rsi),%dx
repnz outsl (%rsi),%dx
repnz movsb (%rsi),(%rdi)
repnz movsw (%rsi),(%rdi)
repnz movsl (%rsi),(%rdi)
repnz movsq (%rsi),(%rdi)
repnz cmpsb (%rdi),(%rsi)
repnz cmpsw (%rdi),(%rsi)
repnz cmpsl (%rdi),(%rsi)
repnz cmpsq (%rdi),(%rsi)
repnz stos %al,(%rdi)
repnz stos %ax,(%rdi)
repnz stos %eax,(%rdi)
repnz stos %rax,(%rdi)
repnz lods (%rsi),%al
repnz lods (%rsi),%ax
repnz lods (%rsi),%eax
repnz lods (%rsi),%rax
repnz scas (%rdi),%al
repnz scas (%rdi),%ax
repnz scas (%rdi),%eax
repnz scas (%rdi),%rax

rep insb %dx,(%edi)
rep insw %dx,(%edi)
rep insl %dx,(%edi)
rep outsb (%esi),%dx
rep outsw (%esi),%dx
rep outsl (%esi),%dx
rep movsb (%esi),(%edi)
rep movsw (%esi),(%edi)
rep movsl (%esi),(%edi)
repz cmpsb (%edi),(%esi)
repz cmpsw (%edi),(%esi)
repz cmpsl (%edi),(%esi)
rep stos %al,(%edi)
rep stos %ax,(%edi)
rep stos %eax,(%edi)
rep lods (%esi),%al
rep lods (%esi),%ax
rep lods (%esi),%eax
repz scas (%edi),%al
repz scas (%edi),%ax
repz scas (%edi),%eax
rep montmul
rep xsha1
rep xsha256
rep xstore
rep xcryptecb
rep xcryptcbc
rep xcryptctr
rep xcryptcfb
rep xcryptofb
rep ccs_hash
rep ccs_encrypt
rep undoc
rep undoc
rep xsha512
rep xstore_alt
rep xsha512_alt

repnz insb %dx,(%edi)
repnz insw %dx,(%edi)
repnz insl %dx,(%edi)
repnz outsb (%esi),%dx
repnz outsw (%esi),%dx
repnz outsl (%esi),%dx
repnz movsb (%esi),(%edi)
repnz movsw (%esi),(%edi)
repnz movsl (%esi),(%edi)
repnz cmpsb (%edi),(%esi)
repnz cmpsw (%edi),(%esi)
repnz cmpsl (%edi),(%esi)
repnz stos %al,(%edi)
repnz stos %ax,(%edi)
repnz stos %eax,(%edi)
repnz lods (%esi),%al
repnz lods (%esi),%ax
repnz lods (%esi),%eax
repnz scas (%edi),%al
repnz scas (%edi),%ax
repnz scas (%edi),%eax

rep insb %dx,(%di)
rep insw %dx,(%di)
rep insl %dx,(%di)
rep outsb (%si),%dx
rep outsw (%si),%dx
rep outsl (%si),%dx
rep movsb (%si),(%di)
rep movsw (%si),(%di)
rep movsl (%si),(%di)
repz cmpsb (%di),(%si)
repz cmpsw (%di),(%si)
repz cmpsl (%di),(%si)
rep stos %al,(%di)
rep stos %ax,(%di)
rep stos %eax,(%di)
rep lods (%si),%al
rep lods (%si),%ax
rep lods (%si),%eax
repz scas (%di),%al
repz scas (%di),%ax
repz scas (%di),%eax
rep montmul
rep xsha1
rep xsha256
rep xstore
rep xcryptecb
rep xcryptcbc
rep xcryptctr
rep xcryptcfb
rep xcryptofb
rep ccs_hash
rep ccs_encrypt
rep undoc
rep undoc
rep xsha512
rep xstore_alt
rep xsha512_alt

repnz insb %dx,(%di)
repnz insw %dx,(%di)
repnz insl %dx,(%di)
repnz outsb (%si),%dx
repnz outsw (%si),%dx
repnz outsl (%si),%dx
repnz movsb (%si),(%di)
repnz movsw (%si),(%di)
repnz movsl (%si),(%di)
repnz cmpsb (%di),(%si)
repnz cmpsw (%di),(%si)
repnz cmpsl (%di),(%si)
repnz stos %al,(%di)
repnz stos %ax,(%di)
repnz stos %eax,(%di)
repnz lods (%si),%al
repnz lods (%si),%ax
