# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# invalid instruction
26262626262626262626262626262626, INVALID, Legacy, INTEL8086, flow=Exception
# vpmovsqb xmm3{k3},xmm2
62 F27E0B 22 D3, EVEX_Vpmovsqb_xmmm16_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm3 r=xmm3 r=k3 r=xmm2
# vpmovsqb xmm3{k3}{z},xmm18
62 E27E8B 22 D3, EVEX_Vpmovsqb_xmmm16_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=k3 r=xmm18
# vpmovsqb xmm3,ymm2
62 F27E28 22 D3, EVEX_Vpmovsqb_xmmm32_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=ymm2
# vpmovsqb dword ptr [rax+4],ymm2
62 F27E28 22 50 01, EVEX_Vpmovsqb_xmmm32_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=w op1=r r=rax r=ymm2 wm=ds:rax+4;Packed32_Int8
# vpmovsqb dword ptr [rax+4]{k3},ymm2
62 F27E2B 22 50 01, EVEX_Vpmovsqb_xmmm32_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=cw op1=r r=rax r=ymm2 r=k3 cwm=ds:rax+4;Packed32_Int8
# vpmovsqb xmm3{k3},ymm2
62 F27E2B 22 D3, EVEX_Vpmovsqb_xmmm32_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm3 r=xmm3 r=k3 r=ymm2
# vpmovsqb xmm3{k3}{z},ymm18
62 E27EAB 22 D3, EVEX_Vpmovsqb_xmmm32_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=k3 r=ymm18
# vpmovsqb xmm3,zmm2
62 F27E48 22 D3, EVEX_Vpmovsqb_xmmm64_k1z_zmm, EVEX, AVX512F, op0=w op1=r w=vmm3 r=zmm2
# vpmovsqb qword ptr [rax+8],zmm2
62 F27E48 22 50 01, EVEX_Vpmovsqb_xmmm64_k1z_zmm, EVEX, AVX512F, op0=w op1=r r=rax r=zmm2 wm=ds:rax+8;Packed64_Int8
# vpmovsqb qword ptr [rax+8]{k3},zmm2
62 F27E4B 22 50 01, EVEX_Vpmovsqb_xmmm64_k1z_zmm, EVEX, AVX512F, op0=cw op1=r r=rax r=zmm2 r=k3 cwm=ds:rax+8;Packed64_Int8
# vpmovsqb xmm3{k3},zmm2
62 F27E4B 22 D3, EVEX_Vpmovsqb_xmmm64_k1z_zmm, EVEX, AVX512F, op0=rw op1=r w=vmm3 r=xmm3 r=k3 r=zmm2
# vpmovsqb xmm3{k3}{z},zmm18
62 E27ECB 22 D3, EVEX_Vpmovsqb_xmmm64_k1z_zmm, EVEX, AVX512F, op0=w op1=r w=vmm3 r=k3 r=zmm18
# pmovsxwd xmm1,xmm5
66 0F3823 CD, Pmovsxwd_xmm_xmmm64, Legacy, SSE4_1, op0=w op1=r w=xmm1 r=xmm5
# pmovsxwd xmm1,[rax]
66 0F3823 08, Pmovsxwd_xmm_xmmm64, Legacy, SSE4_1, op0=w op1=r w=xmm1 r=rax rm=ds:rax;Packed64_Int16
# vpmovsxwd xmm1,xmm5
C4E279 23 CD, VEX_Vpmovsxwd_xmm_xmmm64, VEX, AVX, op0=w op1=r w=vmm1 r=xmm5
# vpmovsxwd xmm2,qword ptr [rax]
C4E279 23 10, VEX_Vpmovsxwd_xmm_xmmm64, VEX, AVX, op0=w op1=r w=vmm2 r=rax rm=ds:rax;Packed64_Int16
# vpmovsxwd ymm1,xmm5
C4E27D 23 CD, VEX_Vpmovsxwd_ymm_xmmm128, VEX, AVX2, op0=w op1=r w=vmm1 r=xmm5
# vpmovsxwd ymm2,xmmword ptr [rax]
C4E27D 23 10, VEX_Vpmovsxwd_ymm_xmmm128, VEX, AVX2, op0=w op1=r w=vmm2 r=rax rm=ds:rax;Packed128_Int16
# vpmovsxwd xmm2,xmm3
62 F27D08 23 D3, EVEX_Vpmovsxwd_xmm_k1z_xmmm64, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=xmm3
# vpmovsxwd xmm2,qword ptr [rax+8]
62 F27D08 23 50 01, EVEX_Vpmovsxwd_xmm_k1z_xmmm64, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=rax rm=ds:rax+8;Packed64_Int16
# vpmovsxwd xmm2{k3},xmm3
62 F27D0B 23 D3, EVEX_Vpmovsxwd_xmm_k1z_xmmm64, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm2 r=xmm2 r=k3 r=xmm3
# vpmovsxwd xmm10{k3}{z},xmm19
62 327D8B 23 D3, EVEX_Vpmovsxwd_xmm_k1z_xmmm64, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm10 r=k3 r=xmm19
# vpmovsxwd ymm2,xmm3
62 F27D28 23 D3, EVEX_Vpmovsxwd_ymm_k1z_xmmm128, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=xmm3
# vpmovsxwd ymm2,xmmword ptr [rax+10h]
62 F27D28 23 50 01, EVEX_Vpmovsxwd_ymm_k1z_xmmm128, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=rax rm=ds:rax+0x10;Packed128_Int16
# vpmovsxwd ymm2{k3},xmm3
62 F27D2B 23 D3, EVEX_Vpmovsxwd_ymm_k1z_xmmm128, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm2 r=ymm2 r=k3 r=xmm3
# vpmovsxwd ymm10{k3}{z},xmm19
62 327DAB 23 D3, EVEX_Vpmovsxwd_ymm_k1z_xmmm128, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm10 r=k3 r=xmm19
# vpmovsxwd zmm2,ymm3
62 F27D48 23 D3, EVEX_Vpmovsxwd_zmm_k1z_ymmm256, EVEX, AVX512F, op0=w op1=r w=vmm2 r=ymm3
# vpmovsxwd zmm2,ymmword ptr [rax+20h]
62 F27D48 23 50 01, EVEX_Vpmovsxwd_zmm_k1z_ymmm256, EVEX, AVX512F, op0=w op1=r w=vmm2 r=rax rm=ds:rax+0x20;Packed256_Int16
# vpmovsxwd zmm2{k3},ymm3
62 F27D4B 23 D3, EVEX_Vpmovsxwd_zmm_k1z_ymmm256, EVEX, AVX512F, op0=rcw op1=r cw=vmm2 r=zmm2 r=k3 r=ymm3
# vpmovsxwd zmm10{k3}{z},ymm19
62 327DCB 23 D3, EVEX_Vpmovsxwd_zmm_k1z_ymmm256, EVEX, AVX512F, op0=w op1=r w=vmm10 r=k3 r=ymm19
# vpmovsdw xmm3,xmm2
62 F27E08 23 D3, EVEX_Vpmovsdw_xmmm64_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=xmm2
# vpmovsdw qword ptr [rax+8],xmm2
62 F27E08 23 50 01, EVEX_Vpmovsdw_xmmm64_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=w op1=r r=rax r=xmm2 wm=ds:rax+8;Packed64_Int16
# vpmovsdw qword ptr [rax+8]{k3},xmm2
62 F27E0B 23 50 01, EVEX_Vpmovsdw_xmmm64_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=cw op1=r r=rax r=xmm2 r=k3 cwm=ds:rax+8;Packed64_Int16
# vpmovsdw xmm3{k3},xmm2
62 F27E0B 23 D3, EVEX_Vpmovsdw_xmmm64_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm3 r=xmm3 r=k3 r=xmm2
# vpmovsdw xmm3{k3}{z},xmm18
62 E27E8B 23 D3, EVEX_Vpmovsdw_xmmm64_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=k3 r=xmm18
# vpmovsdw xmm3,ymm2
62 F27E28 23 D3, EVEX_Vpmovsdw_xmmm128_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=ymm2
# vpmovsdw xmmword ptr [rax+10h],ymm2
62 F27E28 23 50 01, EVEX_Vpmovsdw_xmmm128_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=w op1=r r=rax r=ymm2 wm=ds:rax+0x10;Packed128_Int16
# vpmovsdw xmmword ptr [rax+10h]{k3},ymm2
62 F27E2B 23 50 01, EVEX_Vpmovsdw_xmmm128_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=cw op1=r r=rax r=ymm2 r=k3 cwm=ds:rax+0x10;Packed128_Int16
# vpmovsdw xmm3{k3},ymm2
62 F27E2B 23 D3, EVEX_Vpmovsdw_xmmm128_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm3 r=xmm3 r=k3 r=ymm2
# vpmovsdw xmm3{k3}{z},ymm18
62 E27EAB 23 D3, EVEX_Vpmovsdw_xmmm128_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=k3 r=ymm18
# vpmovsdw ymm3,zmm2
62 F27E48 23 D3, EVEX_Vpmovsdw_ymmm256_k1z_zmm, EVEX, AVX512F, op0=w op1=r w=vmm3 r=zmm2
# vpmovsdw ymmword ptr [rax+20h],zmm2
62 F27E48 23 50 01, EVEX_Vpmovsdw_ymmm256_k1z_zmm, EVEX, AVX512F, op0=w op1=r r=rax r=zmm2 wm=ds:rax+0x20;Packed256_Int16
# vpmovsdw ymmword ptr [rax+20h]{k3},zmm2
62 F27E4B 23 50 01, EVEX_Vpmovsdw_ymmm256_k1z_zmm, EVEX, AVX512F, op0=cw op1=r r=rax r=zmm2 r=k3 cwm=ds:rax+0x20;Packed256_Int16
# vpmovsdw ymm3{k3},zmm2
62 F27E4B 23 D3, EVEX_Vpmovsdw_ymmm256_k1z_zmm, EVEX, AVX512F, op0=rw op1=r w=vmm3 r=ymm3 r=k3 r=zmm2
# vpmovsdw ymm3{k3}{z},zmm18
62 E27ECB 23 D3, EVEX_Vpmovsdw_ymmm256_k1z_zmm, EVEX, AVX512F, op0=w op1=r w=vmm3 r=k3 r=zmm18
# pmovsxwq xmm1,xmm5
66 0F3824 CD, Pmovsxwq_xmm_xmmm32, Legacy, SSE4_1, op0=w op1=r w=xmm1 r=xmm5
# pmovsxwq xmm1,[rax]
66 0F3824 08, Pmovsxwq_xmm_xmmm32, Legacy, SSE4_1, op0=w op1=r w=xmm1 r=rax rm=ds:rax;Packed32_Int16
# vpmovsxwq xmm1,xmm5
C4E279 24 CD, VEX_Vpmovsxwq_xmm_xmmm32, VEX, AVX, op0=w op1=r w=vmm1 r=xmm5
# vpmovsxwq xmm2,dword ptr [rax]
C4E279 24 10, VEX_Vpmovsxwq_xmm_xmmm32, VEX, AVX, op0=w op1=r w=vmm2 r=rax rm=ds:rax;Packed32_Int16
# vpmovsxwq ymm1,xmm5
C4E27D 24 CD, VEX_Vpmovsxwq_ymm_xmmm64, VEX, AVX2, op0=w op1=r w=vmm1 r=xmm5
# vpmovsxwq ymm2,qword ptr [rax]
C4E27D 24 10, VEX_Vpmovsxwq_ymm_xmmm64, VEX, AVX2, op0=w op1=r w=vmm2 r=rax rm=ds:rax;Packed64_Int16
# vpmovsxwq xmm2,xmm3
62 F27D08 24 D3, EVEX_Vpmovsxwq_xmm_k1z_xmmm32, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=xmm3
# vpmovsxwq xmm2,dword ptr [rax+4]
62 F27D08 24 50 01, EVEX_Vpmovsxwq_xmm_k1z_xmmm32, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=rax rm=ds:rax+4;Packed32_Int16
# vpmovsxwq xmm2{k3},xmm3
62 F27D0B 24 D3, EVEX_Vpmovsxwq_xmm_k1z_xmmm32, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm2 r=xmm2 r=k3 r=xmm3
# vpmovsxwq xmm10{k3}{z},xmm19
62 327D8B 24 D3, EVEX_Vpmovsxwq_xmm_k1z_xmmm32, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm10 r=k3 r=xmm19
# vpmovsxwq ymm2,xmm3
62 F27D28 24 D3, EVEX_Vpmovsxwq_ymm_k1z_xmmm64, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=xmm3
# vpmovsxwq ymm2,qword ptr [rax+8]
62 F27D28 24 50 01, EVEX_Vpmovsxwq_ymm_k1z_xmmm64, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=rax rm=ds:rax+8;Packed64_Int16
# vpmovsxwq ymm2{k3},xmm3
62 F27D2B 24 D3, EVEX_Vpmovsxwq_ymm_k1z_xmmm64, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm2 r=ymm2 r=k3 r=xmm3
# vpmovsxwq ymm10{k3}{z},xmm19
62 327DAB 24 D3, EVEX_Vpmovsxwq_ymm_k1z_xmmm64, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm10 r=k3 r=xmm19
# vpmovsxwq zmm2,xmm3
62 F27D48 24 D3, EVEX_Vpmovsxwq_zmm_k1z_xmmm128, EVEX, AVX512F, op0=w op1=r w=vmm2 r=xmm3
# vpmovsxwq zmm2,xmmword ptr [rax+10h]
62 F27D48 24 50 01, EVEX_Vpmovsxwq_zmm_k1z_xmmm128, EVEX, AVX512F, op0=w op1=r w=vmm2 r=rax rm=ds:rax+0x10;Packed128_Int16
# vpmovsxwq zmm2{k3},xmm3
62 F27D4B 24 D3, EVEX_Vpmovsxwq_zmm_k1z_xmmm128, EVEX, AVX512F, op0=rcw op1=r cw=vmm2 r=zmm2 r=k3 r=xmm3
# vpmovsxwq zmm10{k3}{z},xmm19
62 327DCB 24 D3, EVEX_Vpmovsxwq_zmm_k1z_xmmm128, EVEX, AVX512F, op0=w op1=r w=vmm10 r=k3 r=xmm19
# vpmovsqw xmm3,xmm2
62 F27E08 24 D3, EVEX_Vpmovsqw_xmmm32_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=xmm2
# vpmovsqw dword ptr [rax+4],xmm2
62 F27E08 24 50 01, EVEX_Vpmovsqw_xmmm32_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=w op1=r r=rax r=xmm2 wm=ds:rax+4;Packed32_Int16
# vpmovsqw dword ptr [rax+4]{k3},xmm2
62 F27E0B 24 50 01, EVEX_Vpmovsqw_xmmm32_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=cw op1=r r=rax r=xmm2 r=k3 cwm=ds:rax+4;Packed32_Int16
# vpmovsqw xmm3{k3},xmm2
62 F27E0B 24 D3, EVEX_Vpmovsqw_xmmm32_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm3 r=xmm3 r=k3 r=xmm2
# vpmovsqw xmm3{k3}{z},xmm18
62 E27E8B 24 D3, EVEX_Vpmovsqw_xmmm32_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=k3 r=xmm18
# vpmovsqw xmm3,ymm2
62 F27E28 24 D3, EVEX_Vpmovsqw_xmmm64_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=ymm2
# vpmovsqw qword ptr [rax+8],ymm2
62 F27E28 24 50 01, EVEX_Vpmovsqw_xmmm64_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=w op1=r r=rax r=ymm2 wm=ds:rax+8;Packed64_Int16
# vpmovsqw qword ptr [rax+8]{k3},ymm2
62 F27E2B 24 50 01, EVEX_Vpmovsqw_xmmm64_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=cw op1=r r=rax r=ymm2 r=k3 cwm=ds:rax+8;Packed64_Int16
# vpmovsqw xmm3{k3},ymm2
62 F27E2B 24 D3, EVEX_Vpmovsqw_xmmm64_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm3 r=xmm3 r=k3 r=ymm2
# vpmovsqw xmm3{k3}{z},ymm18
62 E27EAB 24 D3, EVEX_Vpmovsqw_xmmm64_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=k3 r=ymm18
# vpmovsqw xmm3,zmm2
62 F27E48 24 D3, EVEX_Vpmovsqw_xmmm128_k1z_zmm, EVEX, AVX512F, op0=w op1=r w=vmm3 r=zmm2
# vpmovsqw xmmword ptr [rax+10h],zmm2
62 F27E48 24 50 01, EVEX_Vpmovsqw_xmmm128_k1z_zmm, EVEX, AVX512F, op0=w op1=r r=rax r=zmm2 wm=ds:rax+0x10;Packed128_Int16
# vpmovsqw xmmword ptr [rax+10h]{k3},zmm2
62 F27E4B 24 50 01, EVEX_Vpmovsqw_xmmm128_k1z_zmm, EVEX, AVX512F, op0=cw op1=r r=rax r=zmm2 r=k3 cwm=ds:rax+0x10;Packed128_Int16
# vpmovsqw xmm3{k3},zmm2
62 F27E4B 24 D3, EVEX_Vpmovsqw_xmmm128_k1z_zmm, EVEX, AVX512F, op0=rw op1=r w=vmm3 r=xmm3 r=k3 r=zmm2
# vpmovsqw xmm3{k3}{z},zmm18
62 E27ECB 24 D3, EVEX_Vpmovsqw_xmmm128_k1z_zmm, EVEX, AVX512F, op0=w op1=r w=vmm3 r=k3 r=zmm18
# pmovsxdq xmm1,xmm5
66 0F3825 CD, Pmovsxdq_xmm_xmmm64, Legacy, SSE4_1, op0=w op1=r w=xmm1 r=xmm5
# pmovsxdq xmm1,[rax]
66 0F3825 08, Pmovsxdq_xmm_xmmm64, Legacy, SSE4_1, op0=w op1=r w=xmm1 r=rax rm=ds:rax;Packed64_Int32
# vpmovsxdq xmm1,xmm5
C4E279 25 CD, VEX_Vpmovsxdq_xmm_xmmm64, VEX, AVX, op0=w op1=r w=vmm1 r=xmm5
# vpmovsxdq xmm2,qword ptr [rax]
C4E279 25 10, VEX_Vpmovsxdq_xmm_xmmm64, VEX, AVX, op0=w op1=r w=vmm2 r=rax rm=ds:rax;Packed64_Int32
# vpmovsxdq ymm1,xmm5
C4E27D 25 CD, VEX_Vpmovsxdq_ymm_xmmm128, VEX, AVX2, op0=w op1=r w=vmm1 r=xmm5
# vpmovsxdq ymm2,xmmword ptr [rax]
C4E27D 25 10, VEX_Vpmovsxdq_ymm_xmmm128, VEX, AVX2, op0=w op1=r w=vmm2 r=rax rm=ds:rax;Packed128_Int32
# vpmovsxdq xmm2,xmm3
62 F27D08 25 D3, EVEX_Vpmovsxdq_xmm_k1z_xmmm64, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=xmm3
# vpmovsxdq xmm2,qword ptr [rax+8]
62 F27D08 25 50 01, EVEX_Vpmovsxdq_xmm_k1z_xmmm64, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=rax rm=ds:rax+8;Packed64_Int32
# vpmovsxdq xmm2{k3},xmm3
62 F27D0B 25 D3, EVEX_Vpmovsxdq_xmm_k1z_xmmm64, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm2 r=xmm2 r=k3 r=xmm3
# vpmovsxdq xmm10{k3}{z},xmm19
62 327D8B 25 D3, EVEX_Vpmovsxdq_xmm_k1z_xmmm64, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm10 r=k3 r=xmm19
# vpmovsxdq ymm2,xmm3
62 F27D28 25 D3, EVEX_Vpmovsxdq_ymm_k1z_xmmm128, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=xmm3
# vpmovsxdq ymm2,xmmword ptr [rax+10h]
62 F27D28 25 50 01, EVEX_Vpmovsxdq_ymm_k1z_xmmm128, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm2 r=rax rm=ds:rax+0x10;Packed128_Int32
# vpmovsxdq ymm2{k3},xmm3
62 F27D2B 25 D3, EVEX_Vpmovsxdq_ymm_k1z_xmmm128, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm2 r=ymm2 r=k3 r=xmm3
# vpmovsxdq ymm10{k3}{z},xmm19
62 327DAB 25 D3, EVEX_Vpmovsxdq_ymm_k1z_xmmm128, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm10 r=k3 r=xmm19
# vpmovsxdq zmm2,ymm3
62 F27D48 25 D3, EVEX_Vpmovsxdq_zmm_k1z_ymmm256, EVEX, AVX512F, op0=w op1=r w=vmm2 r=ymm3
# vpmovsxdq zmm2,ymmword ptr [rax+20h]
62 F27D48 25 50 01, EVEX_Vpmovsxdq_zmm_k1z_ymmm256, EVEX, AVX512F, op0=w op1=r w=vmm2 r=rax rm=ds:rax+0x20;Packed256_Int32
# vpmovsxdq zmm2{k3},ymm3
62 F27D4B 25 D3, EVEX_Vpmovsxdq_zmm_k1z_ymmm256, EVEX, AVX512F, op0=rcw op1=r cw=vmm2 r=zmm2 r=k3 r=ymm3
# vpmovsxdq zmm10{k3}{z},ymm19
62 327DCB 25 D3, EVEX_Vpmovsxdq_zmm_k1z_ymmm256, EVEX, AVX512F, op0=w op1=r w=vmm10 r=k3 r=ymm19
# vpmovsqd xmm3,xmm2
62 F27E08 25 D3, EVEX_Vpmovsqd_xmmm64_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=xmm2
# vpmovsqd qword ptr [rax+8],xmm2
62 F27E08 25 50 01, EVEX_Vpmovsqd_xmmm64_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=w op1=r r=rax r=xmm2 wm=ds:rax+8;Packed64_Int32
# vpmovsqd qword ptr [rax+8]{k3},xmm2
62 F27E0B 25 50 01, EVEX_Vpmovsqd_xmmm64_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=cw op1=r r=rax r=xmm2 r=k3 cwm=ds:rax+8;Packed64_Int32
# vpmovsqd xmm3{k3},xmm2
62 F27E0B 25 D3, EVEX_Vpmovsqd_xmmm64_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm3 r=xmm3 r=k3 r=xmm2
# vpmovsqd xmm3{k3}{z},xmm18
62 E27E8B 25 D3, EVEX_Vpmovsqd_xmmm64_k1z_xmm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=k3 r=xmm18
# vpmovsqd xmm3,ymm2
62 F27E28 25 D3, EVEX_Vpmovsqd_xmmm128_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=ymm2
# vpmovsqd xmmword ptr [rax+10h],ymm2
62 F27E28 25 50 01, EVEX_Vpmovsqd_xmmm128_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=w op1=r r=rax r=ymm2 wm=ds:rax+0x10;Packed128_Int32
# vpmovsqd xmmword ptr [rax+10h]{k3},ymm2
62 F27E2B 25 50 01, EVEX_Vpmovsqd_xmmm128_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=cw op1=r r=rax r=ymm2 r=k3 cwm=ds:rax+0x10;Packed128_Int32
# vpmovsqd xmm3{k3},ymm2
62 F27E2B 25 D3, EVEX_Vpmovsqd_xmmm128_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=rw op1=r w=vmm3 r=xmm3 r=k3 r=ymm2
# vpmovsqd xmm3{k3}{z},ymm18
62 E27EAB 25 D3, EVEX_Vpmovsqd_xmmm128_k1z_ymm, EVEX, AVX512VL;AVX512F, op0=w op1=r w=vmm3 r=k3 r=ymm18
# vpmovsqd ymm3,zmm2
62 F27E48 25 D3, EVEX_Vpmovsqd_ymmm256_k1z_zmm, EVEX, AVX512F, op0=w op1=r w=vmm3 r=zmm2
# vpmovsqd ymmword ptr [rax+20h],zmm2
62 F27E48 25 50 01, EVEX_Vpmovsqd_ymmm256_k1z_zmm, EVEX, AVX512F, op0=w op1=r r=rax r=zmm2 wm=ds:rax+0x20;Packed256_Int32
# vpmovsqd ymmword ptr [rax+20h]{k3},zmm2
62 F27E4B 25 50 01, EVEX_Vpmovsqd_ymmm256_k1z_zmm, EVEX, AVX512F, op0=cw op1=r r=rax r=zmm2 r=k3 cwm=ds:rax+0x20;Packed256_Int32
# vpmovsqd ymm3{k3},zmm2
62 F27E4B 25 D3, EVEX_Vpmovsqd_ymmm256_k1z_zmm, EVEX, AVX512F, op0=rw op1=r w=vmm3 r=ymm3 r=k3 r=zmm2
# vpmovsqd ymm3{k3}{z},zmm18
62 E27ECB 25 D3, EVEX_Vpmovsqd_ymmm256_k1z_zmm, EVEX, AVX512F, op0=w op1=r w=vmm3 r=k3 r=zmm18
# vptestmb k2,xmm6,[rax+10h]
62 F24D08 26 50 01, EVEX_Vptestmb_kr_k1_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_UInt8
# vptestmb k2{k3},xmm6,xmm3
62 F24D0B 26 D3, EVEX_Vptestmb_kr_k1_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=k3 r=xmm6 r=xmm3
# vptestmb k2,ymm6,[rax+20h]
62 F24D28 26 50 01, EVEX_Vptestmb_kr_k1_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_UInt8
# vptestmb k2{k3},ymm6,ymm3
62 F24D2B 26 D3, EVEX_Vptestmb_kr_k1_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=k3 r=ymm6 r=ymm3
# vptestmb k2,zmm6,[rax+40h]
62 F24D48 26 50 01, EVEX_Vptestmb_kr_k1_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=r op2=r w=k2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_UInt8
# vptestmb k2{k3},zmm6,zmm3
62 F24D4B 26 D3, EVEX_Vptestmb_kr_k1_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=r op2=r w=k2 r=k3 r=zmm6 r=zmm3
# vptestmw k2,xmm6,[rax+10h]
62 F2CD08 26 50 01, EVEX_Vptestmw_kr_k1_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_UInt16
# vptestmw k2{k3},xmm6,xmm3
62 F2CD0B 26 D3, EVEX_Vptestmw_kr_k1_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=k3 r=xmm6 r=xmm3
# vptestmw k2,ymm6,[rax+20h]
62 F2CD28 26 50 01, EVEX_Vptestmw_kr_k1_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_UInt16
# vptestmw k2{k3},ymm6,ymm3
62 F2CD2B 26 D3, EVEX_Vptestmw_kr_k1_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=k3 r=ymm6 r=ymm3
# vptestmw k2,zmm6,[rax+40h]
62 F2CD48 26 50 01, EVEX_Vptestmw_kr_k1_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=r op2=r w=k2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_UInt16
# vptestmw k2{k3},zmm6,zmm3
62 F2CD4B 26 D3, EVEX_Vptestmw_kr_k1_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=r op2=r w=k2 r=k3 r=zmm6 r=zmm3
# vptestnmb k2,xmm6,[rax+10h]
62 F24E08 26 50 01, EVEX_Vptestnmb_kr_k1_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=k2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_UInt8
# vptestnmb k2{k3},xmm6,xmm3
